chunk_14_gold,sentence,chunk_15,chunk_14,chunk_16,chunk_11,chunk_10,chunk_13,chunk_12,_created_at,answer_chunk_05_gold,orig__golden,answer_chunk_15_gold,_country,_tainted,frame,_started_at,_trust,chunk_02_gold,answer_chunk_06_gold,chunk_06_gold,chunk_05_gold,answer_chunk_11_gold,chunk_03_gold,answer_chunk_07_gold,chunk_13_gold,answer_chunk_01_gold,_city,chunk_15_gold,answer_chunk_16,answer_chunk_15,answer_chunk_14,answer_chunk_13,answer_chunk_12,answer_chunk_11,answer_chunk_10,answer_chunk_02_gold,chunk_12_gold,_unit_id,answer_chunk_08_gold,answer_chunk_08,answer_chunk_09,answer_chunk_04,answer_chunk_05,answer_chunk_06,answer_chunk_07,answer_chunk_00,answer_chunk_01,answer_chunk_02,answer_chunk_03,_region,lu,_worker_id,fe_06,fe_05,fe_04,fe_03,fe_02,fe_01,fe_00,_channel,chunk_09_gold,answer_chunk_16_gold,answer_chunk_14_gold,chunk_04_gold,answer_chunk_13_gold,answer_chunk_12_gold,answer_chunk_10_gold,_missed,answer_chunk_04_gold,chunk_01_gold,chunk_00_gold,id,_golden,chunk_07_gold,chunk_08,chunk_09,chunk_08_gold,chunk_02,chunk_03,chunk_00,chunk_01,chunk_06,chunk_07,chunk_04,chunk_05,answer_chunk_00_gold,answer_chunk_03_gold,chunk_10_gold,chunk_16_gold,_ip,chunk_11_gold,_id,answer_chunk_09_gold
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/23/2016 02:48:40,,,,USA,false,Players and roles,5/23/2016 02:46:06,0.6,None,,,,,"None
Performance",,,None,Evanston,,,,,,,,,None,,954137312,,,,None,,,,Player,None,None,None,IL,play,37247564,,,,Co-player,Player,Audience,Performance,tremorgames,,,,"Performance
None",,,,,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,107.135.56.204,,1996278577,
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/23/2016 13:57:25,,,,USA,false,Players and roles,5/23/2016 13:55:39,0.5714,None,,,,,"None
Performance",,,None,Cleveland,,,,,,,,,None,,954137312,,,,None,,,,Player,None,None,None,OH,play,10319610,,,,Co-player,Player,Audience,Performance,clixsense,,,,"Performance
None",,,,,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,75.118.61.247,,1996765524,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/19/2016 03:36:30,,,,USA,false,Creating,5/19/2016 03:30:55,0.6,,,,,,,,,"Material used
None",Coos Bay,,,,,,,,,"None
Material used",,956102720,,,,,,,,Created,Material used,Material used,Material used,OR,create,30442301,,,Creator,Co-creator,Cause,Created,Material used,instagc,,,,,,,,,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,71.11.72.197,,1991939296,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/19/2016 10:09:29,,,,GBR,false,Creating,5/19/2016 10:02:40,0.625,,,,,,,,,"Material used
None",York,,,,,,,,,"None
Material used",,956102720,,,,,,,,Created,Material used,Material used,Material used,Q5,create,37336417,,,Creator,Co-creator,Cause,Created,Material used,getpaid,,,,,,,,,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,81.102.132.50,,1992333891,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/19/2016 11:38:14,,,,CAN,false,Creating,5/19/2016 11:35:30,0.6216,,,,,,,,,"Material used
None",Dartmouth,,,,,,,,,"None
Material used",,956102720,,,,,,,,Created,Material used,Material used,Material used,NS,create,37336603,,,Creator,Co-creator,Cause,Created,Material used,prizerebel,,,,,,,,,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,142.177.156.75,,1992413288,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/19/2016 16:36:36,,,,SWE,false,Creating,5/19/2016 16:32:36,0.5714,,,,,,,,,"Material used
None",Linköping,,,,,,,,,"None
Material used",,956102720,,,,,,,,Cause,Creator,Co-creator,Co-creator,16,create,30009233,,,Creator,Co-creator,Cause,Created,Material used,tremorgames,,,,,,,,true,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,85.229.216.205,,1992714476,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/19/2016 22:49:35,,,,CAN,false,Creating,5/19/2016 22:46:46,0.5385,,,,,,,,,"Material used
None",Windsor,,,,,,,,,"None
Material used",,956102720,,,,,,,,Created,Material used,Material used,None,ON,create,4316379,,,Creator,Co-creator,Cause,Created,Material used,prodege,,,,,,,,,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,198.91.218.68,,1993060250,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/19/2016 23:04:55,,,,USA,false,Creating,5/19/2016 23:01:47,0.5577,,,,,,,,,"Material used
None",Reston,,,,,,,,,"None
Material used",,956102720,,,,,,,,None,Material used,Material used,Material used,VA,create,36340274,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,true,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,69.255.41.140,,1993069605,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/21/2016 16:58:56,,,,USA,false,Creating,5/21/2016 16:53:20,0.4286,,,,,,,,,"Material used
None",Washington,,,,,,,,,"None
Material used",,956102720,,,,,,,,Cause,Co-creator,Material used,Material used,PA,create,37274011,,,Creator,Co-creator,Cause,Created,Material used,instagc,,,,,,,,true,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,73.40.200.97,,1995278232,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/21/2016 17:11:41,,,,IRL,false,Creating,5/21/2016 17:10:38,0.5536,,,,,,,,,"Material used
None",,,,,,,,,,"None
Material used",,956102720,,,,,,,,Created,None,None,None,,create,9234773,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,213.233.132.132,,1995294206,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/22/2016 01:41:59,,,,USA,false,Creating,5/22/2016 01:41:04,0.5714,,,,,,,,,"Material used
None",Brooklyn,,,,,,,,,"None
Material used",,956102720,,,,,,,,Created,Material used,Material used,Material used,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,47.20.252.28,,1995569326,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/23/2016 08:21:38,,,,USA,false,Creating,5/23/2016 08:18:58,0.8,,,,,,,,,"Material used
None",Phoenix,,,,,,,,,"None
Material used",,956102720,,,,,,,,Created,Material used,Material used,Material used,AZ,create,31865609,,,Creator,Co-creator,Cause,Created,Material used,instagc,,,,,,,,,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,63.225.204.182,,1996484791,
,Jon's artwork is created mostly with Adobe Photoshop Creative Suite with a Wacom tablet.,,,,,,,,5/23/2016 23:06:19,,,,USA,false,Creating,5/23/2016 23:02:23,0.6667,,,,,,,,,"Material used
None",Friendswood,,,,,,,,,"None
Material used",,956102720,,,,,,,,Created,Material used,Material used,Material used,TX,create,37897776,,,Creator,Co-creator,Cause,Created,Material used,prodege,,,,,,,,,,,,175295,true,,,,,Creative Suite,Wacom tablet,artwork,Adobe Photoshop,,,,,Created,"None
Material used",,,107.129.204.243,,1997364188,
,"An accomplished rugby player in his youth, he played for the New South Wales squad and played one match for the national team.",,,,,,,,5/18/2016 19:56:32,"Performance
None",,,GBR,false,Players and roles,5/18/2016 19:50:49,0.625,,"Audience
None",,,,,,,"None
Player",York,,,,,,,,,None,,956106407,,,,None,None,None,,Performance,Player,None,None,Q5,play,37336417,,,,Co-player,Audience,Player,Performance,getpaid,,,,,,,,true,"None
Audience",,,232171,true,,,,,youth,New South Wales,rugby,player,national team,,Wales squad,match,"None
Player","Audience
None",,,81.102.132.50,,1991444150,
,"An accomplished rugby player in his youth, he played for the New South Wales squad and played one match for the national team.",,,,,,,,5/19/2016 12:20:53,"Performance
None",,,CAN,false,Players and roles,5/19/2016 12:19:20,0.6216,,"Audience
None",,,,,,,"None
Player",Dartmouth,,,,,,,,,None,,956106407,,,,Co-player,None,Co-player,,None,Player,None,None,NS,play,37336603,,,,Co-player,Audience,Player,Performance,prizerebel,,,,,,,,true,"None
Audience",,,232171,true,,,,,youth,New South Wales,rugby,player,national team,,Wales squad,match,"None
Player","Audience
None",,,142.177.156.75,,1992445075,
,"An accomplished rugby player in his youth, he played for the New South Wales squad and played one match for the national team.",,,,,,,,5/20/2016 15:30:11,"Performance
None",,,IRL,false,Players and roles,5/20/2016 15:25:36,0.5536,,"Audience
None",,,,,,,"None
Player",,,,,,,,,,None,,956106407,,,,Co-player,None,Co-player,,Performance,Player,None,None,,play,9234773,,,,Co-player,Audience,Player,Performance,clixsense,,,,,,,,true,"None
Audience",,,232171,true,,,,,youth,New South Wales,rugby,player,national team,,Wales squad,match,"None
Player","Audience
None",,,213.233.147.95,,1994061056,
,"An accomplished rugby player in his youth, he played for the New South Wales squad and played one match for the national team.",,,,,,,,5/21/2016 04:20:30,"Performance
None",,,USA,false,Players and roles,5/21/2016 04:17:05,0.6,,"Audience
None",,,,,,,"None
Player",San Francisco,,,,,,,,,None,,956106407,,,,None,Performance,Player,,Performance,Player,None,None,CA,play,36944028,,,,Co-player,Audience,Player,Performance,prodege,,,,,,,,true,"None
Audience",,,232171,true,,,,,youth,New South Wales,rugby,player,national team,,Wales squad,match,"None
Player","Audience
None",,,107.133.146.130,,1994629210,
,"An accomplished rugby player in his youth, he played for the New South Wales squad and played one match for the national team.",,,,,,,,5/21/2016 17:14:30,"Performance
None",,,USA,false,Players and roles,5/21/2016 17:11:03,0.4348,,"Audience
None",,,,,,,"None
Player",Tustin,,,,,,,,,None,,956106407,,,,None,None,None,,None,Player,None,None,MI,play,36856858,,,,Co-player,Audience,Player,Performance,neodev,,,,,,,,,"None
Audience",,,232171,true,,,,,youth,New South Wales,rugby,player,national team,,Wales squad,match,"None
Player","Audience
None",,,107.141.251.154,,1995297846,
,"An accomplished rugby player in his youth, he played for the New South Wales squad and played one match for the national team.",,,,,,,,5/22/2016 01:08:51,"Performance
None",,,USA,false,Players and roles,5/22/2016 01:07:14,0.5714,,"Audience
None",,,,,,,"None
Player",Brooklyn,,,,,,,,,None,,956106407,,,,None,Performance,None,,Player,Player,None,None,NY,play,31256687,,,,Co-player,Audience,Player,Performance,bitcoinget,,,,,,,,,"None
Audience",,,232171,true,,,,,youth,New South Wales,rugby,player,national team,,Wales squad,match,"None
Player","Audience
None",,,47.20.252.28,,1995551830,
,"An accomplished rugby player in his youth, he played for the New South Wales squad and played one match for the national team.",,,,,,,,5/23/2016 19:12:14,"Performance
None",,,USA,false,Players and roles,5/23/2016 19:07:20,0.5577,,"Audience
None",,,,,,,"None
Player",Reston,,,,,,,,,None,,956106407,,,,None,None,None,,None,Player,None,None,VA,play,36340274,,,,Co-player,Audience,Player,Performance,neodev,,,,,,,,,"None
Audience",,,232171,true,,,,,youth,New South Wales,rugby,player,national team,,Wales squad,match,"None
Player","Audience
None",,,69.255.41.140,,1997115363,
,In 1728 he went to complete his artistic education at the Académie de France in Rome with Pierre and Louis-Gabriel Blanchet.,,,,,,,,5/18/2016 12:11:14,,,,CAN,false,Motion,5/18/2016 12:09:40,0.5385,,,,,,,,,"Purpose
None",Windsor,,,,,,,,,Destination,,956106877,,,,,,,,None,Purpose,Destination,,ON,go,4316379,,,Purpose,Provenance,Destination,Cause,Path,prodege,,,,,,,,,,,,194313,true,,,,,Académie de France in Rome,,artistic,education,,,,,"None
Purpose",,,,198.91.218.68,,1990853665,
,In 1728 he went to complete his artistic education at the Académie de France in Rome with Pierre and Louis-Gabriel Blanchet.,,,,,,,,5/18/2016 15:45:22,,,,CAN,false,Motion,5/18/2016 15:39:39,0.5625,,,,,,,,,"Purpose
None",Hamilton,,,,,,,,,Destination,,956106877,,,,,,,,None,None,Destination,,ON,go,32573092,,,Purpose,Provenance,Destination,Cause,Path,prodege,,,,,,,,,,,,194313,true,,,,,Académie de France in Rome,,artistic,education,,,,,"None
Purpose",,,,207.188.90.138,,1991048256,
,In 1728 he went to complete his artistic education at the Académie de France in Rome with Pierre and Louis-Gabriel Blanchet.,,,,,,,,5/18/2016 20:29:02,,,,GBR,false,Motion,5/18/2016 20:24:32,0.625,,,,,,,,,"Purpose
None",York,,,,,,,,,Destination,,956106877,,,,,,,,Purpose,Purpose,Destination,,Q5,go,37336417,,,Purpose,Provenance,Destination,Cause,Path,getpaid,,,,,,,,,,,,194313,true,,,,,Académie de France in Rome,,artistic,education,,,,,"None
Purpose",,,,81.102.132.50,,1991497526,
,In 1728 he went to complete his artistic education at the Académie de France in Rome with Pierre and Louis-Gabriel Blanchet.,,,,,,,,5/19/2016 11:38:14,,,,CAN,false,Motion,5/19/2016 11:35:30,0.6216,,,,,,,,,"Purpose
None",Dartmouth,,,,,,,,,Destination,,956106877,,,,,,,,Purpose,Purpose,Destination,,NS,go,37336603,,,Purpose,Provenance,Destination,Cause,Path,prizerebel,,,,,,,,,,,,194313,true,,,,,Académie de France in Rome,,artistic,education,,,,,"None
Purpose",,,,142.177.156.75,,1992413290,
,In 1728 he went to complete his artistic education at the Académie de France in Rome with Pierre and Louis-Gabriel Blanchet.,,,,,,,,5/19/2016 13:05:54,,,,IRL,false,Motion,5/19/2016 13:02:28,0.5536,,,,,,,,,"Purpose
None",,,,,,,,,,Destination,,956106877,,,,,,,,Purpose,Purpose,Destination,,,go,9234773,,,Purpose,Provenance,Destination,Cause,Path,clixsense,,,,,,,,,,,,194313,true,,,,,Académie de France in Rome,,artistic,education,,,,,"None
Purpose",,,,213.233.147.88,,1992478963,
,In 1728 he went to complete his artistic education at the Académie de France in Rome with Pierre and Louis-Gabriel Blanchet.,,,,,,,,5/19/2016 20:56:56,,,,USA,false,Motion,5/19/2016 20:52:05,0.5577,,,,,,,,,"Purpose
None",Reston,,,,,,,,,Destination,,956106877,,,,,,,,Purpose,Purpose,Destination,,VA,go,36340274,,,Purpose,Provenance,Destination,Cause,Path,neodev,,,,,,,,,,,,194313,true,,,,,Académie de France in Rome,,artistic,education,,,,,"None
Purpose",,,,69.255.41.140,,1992964251,
,In 1728 he went to complete his artistic education at the Académie de France in Rome with Pierre and Louis-Gabriel Blanchet.,,,,,,,,5/21/2016 01:28:02,,,,USA,false,Motion,5/21/2016 01:26:08,0.7143,,,,,,,,,"Purpose
None",Brooklyn,,,,,,,,,Destination,,956106877,,,,,,,,None,Purpose,Destination,,NY,go,36781511,,,Purpose,Provenance,Destination,Cause,Path,prodege,,,,,,,,,,,,194313,true,,,,,Académie de France in Rome,,artistic,education,,,,,"None
Purpose",,,,74.71.220.239,,1994508038,
,In 1728 he went to complete his artistic education at the Académie de France in Rome with Pierre and Louis-Gabriel Blanchet.,,,,,,,,5/22/2016 00:41:32,,,,USA,false,Motion,5/22/2016 00:39:43,0.5714,,,,,,,,,"Purpose
None",Brooklyn,,,,,,,,,Destination,,956106877,,,,,,,,Purpose,Purpose,Destination,,NY,go,31256687,,,Purpose,Provenance,Destination,Cause,Path,bitcoinget,,,,,,,,,,,,194313,true,,,,,Académie de France in Rome,,artistic,education,,,,,"None
Purpose",,,,47.20.252.28,,1995538052,
,In 1728 he went to complete his artistic education at the Académie de France in Rome with Pierre and Louis-Gabriel Blanchet.,,,,,,,,5/22/2016 23:34:15,,,,USA,false,Motion,5/22/2016 23:32:12,0.625,,,,,,,,,"Purpose
None",El Paso,,,,,,,,,Destination,,956106877,,,,,,,,None,Purpose,Destination,,TX,go,27770607,,,Purpose,Provenance,Destination,Cause,Path,instagc,,,,,,,,,,,,194313,true,,,,,Académie de France in Rome,,artistic,education,,,,,"None
Purpose",,,,173.175.172.255,,1996191620,
,In 1728 he went to complete his artistic education at the Académie de France in Rome with Pierre and Louis-Gabriel Blanchet.,,,,,,,,5/23/2016 04:03:39,,,,USA,false,Motion,5/23/2016 04:01:34,0.4444,,,,,,,,,"Purpose
None",Albuquerque,,,,,,,,,Destination,,956106877,,,,,,,,Cause,Purpose,Destination,,NM,go,11521484,,,Purpose,Provenance,Destination,Cause,Path,neodev,,,,,,,,true,,,,194313,true,,,,,Académie de France in Rome,,artistic,education,,,,,"None
Purpose",,,,67.0.98.19,,1996319037,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/19/2016 09:58:21,None,,,GBR,false,Creating,5/19/2016 09:54:17,0.625,,,,,,,,,"None
Creator",York,,,,,,,,,Creator,,956107570,,,,None,None,,,None,None,Creator,Created,Q5,create,37336417,,,Creator,Co-creator,Cause,Created,Material used,getpaid,,,,,,,,,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,81.102.132.50,,1992324292,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/19/2016 10:32:42,None,,,GBR,false,Creating,5/19/2016 10:26:27,0.6,,,,,,,,,"None
Creator",Bristol,,,,,,,,,Creator,,956107570,,,,None,None,,,None,None,Creator,Created,B7,create,30000442,,,Creator,Co-creator,Cause,Created,Material used,elite,,,,,,,,,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,82.33.185.181,,1992355934,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/19/2016 11:44:28,None,,,CAN,false,Creating,5/19/2016 11:43:08,0.6216,,,,,,,,,"None
Creator",Dartmouth,,,,,,,,,Creator,,956107570,,,,None,None,,,None,None,Creator,Created,NS,create,37336603,,,Creator,Co-creator,Cause,Created,Material used,prizerebel,,,,,,,,,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,142.177.156.75,,1992417658,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/19/2016 13:05:54,None,,,IRL,false,Creating,5/19/2016 13:02:28,0.5536,,,,,,,,,"None
Creator",,,,,,,,,,Creator,,956107570,,,,None,None,,,None,Creator,Creator,Created,,create,9234773,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,213.233.147.88,,1992478964,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/19/2016 22:36:34,None,,,USA,false,Creating,5/19/2016 22:29:39,0.4375,,,,,,,,,"None
Creator",Brookline,,,,,,,,,Creator,,956107570,,,,Material used,None,,,None,Creator,Creator,None,MA,create,20929875,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,true,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,71.174.175.184,,1993051502,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/21/2016 04:20:30,None,,,USA,false,Creating,5/21/2016 04:17:05,0.6,,,,,,,,,"None
Creator",San Francisco,,,,,,,,,Creator,,956107570,,,,None,None,,,None,Creator,Creator,Created,CA,create,36944028,,,Creator,Co-creator,Cause,Created,Material used,prodege,,,,,,,,,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,107.133.146.130,,1994629208,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/21/2016 17:28:55,None,,,USA,false,Creating,5/21/2016 17:26:25,0.4348,,,,,,,,,"None
Creator",Tustin,,,,,,,,,Creator,,956107570,,,,None,None,,,None,None,Creator,Created,MI,create,36856858,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,107.141.251.154,,1995308280,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/22/2016 01:37:36,None,,,USA,false,Creating,5/22/2016 01:36:35,0.5714,,,,,,,,,"None
Creator",Brooklyn,,,,,,,,,Creator,,956107570,,,,None,None,,,Creator,Creator,Creator,Created,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,47.20.252.28,,1995566800,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/22/2016 02:14:47,None,,,USA,false,Creating,5/22/2016 02:13:08,0.4,,,,,,,,,"None
Creator",Denver,,,,,,,,,Creator,,956107570,,,,Material used,None,,,Creator,Cause,Creator,Created,CO,create,37780501,,,Creator,Co-creator,Cause,Created,Material used,prodege,,,,,,,,true,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,174.51.14.18,,1995581816,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/22/2016 05:16:45,None,,,CAN,false,Creating,5/22/2016 05:15:06,0.5714,,,,,,,,,"None
Creator",Calgary,,,,,,,,,Creator,,956107570,,,,None,None,,,None,None,Creator,Created,AB,create,37060395,,,Creator,Co-creator,Cause,Created,Material used,prizerebel,,,,,,,,,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,198.53.98.37,,1995635243,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/22/2016 15:43:40,None,,,CAN,false,Creating,5/22/2016 15:33:26,0.75,,,,,,,,,"None
Creator",Montréal,,,,,,,,,Creator,,956107570,,,,None,None,,,None,None,Creator,Material used,QC,create,31637926,,,Creator,Co-creator,Cause,Created,Material used,elite,,,,,,,,true,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,167.114.159.186,,1995893361,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/23/2016 15:22:56,None,,,USA,false,Creating,5/23/2016 15:21:05,0.6,,,,,,,,,"None
Creator",Kalamazoo,,,,,,,,,Creator,,956107570,,,,None,None,,,None,None,Creator,Created,MI,create,37187154,,,Creator,Co-creator,Cause,Created,Material used,prodege,,,,,,,,,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,64.136.244.182,,1996900086,
,"Considered a folk, or outsider artist, Simpson created a series of kinetic sculptures resembling whirligigs on his own land in North Carolina.",,,,,,,,5/23/2016 18:29:03,None,,,USA,false,Creating,5/23/2016 18:25:46,0.5577,,,,,,,,,"None
Creator",Reston,,,,,,,,,Creator,,956107570,,,,None,None,,,None,None,Creator,Created,VA,create,36340274,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,None,,,712078,true,,,,,Simpson,kinetic sculptures,folk,outsider artist,,,land,North Carolina,"None
Creator",Created,,,69.255.41.140,,1997069637,
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/18/2016 12:09:25,None,,,CAN,false,Creating,5/18/2016 12:07:54,0.5385,,None,,,,,None,,"None
Material used",Windsor,,,,,,,,,Material used,,956109121,None,Created,,Created,None,Created,Created,Creator,None,Material used,Material used,ON,create,4316379,,,Creator,Co-creator,Cause,Created,Material used,prodege,,,,,,,,true,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,198.91.218.68,,1990852629,
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/18/2016 19:49:45,None,,,GBR,false,Creating,5/18/2016 19:39:12,0.625,,None,,,,,None,,"None
Material used",York,,,,,,,,,Material used,,956109121,None,Created,,Created,Created,Created,Created,Creator,None,Material used,Material used,Q5,create,37336417,,,Creator,Co-creator,Cause,Created,Material used,getpaid,,,,,,,,true,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,81.102.132.50,,1991430150,
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/19/2016 12:07:59,None,,,CAN,false,Creating,5/19/2016 12:06:51,0.6216,,None,,,,,None,,"None
Material used",Dartmouth,,,,,,,,,Material used,,956109121,None,None,,Created,None,None,None,Creator,None,Material used,Material used,NS,create,37336603,,,Creator,Co-creator,Cause,Created,Material used,prizerebel,,,,,,,,,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,142.177.156.75,,1992434978,
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/19/2016 13:05:54,None,,,IRL,false,Creating,5/19/2016 13:02:28,0.5536,,None,,,,,None,,"None
Material used",,,,,,,,,,Material used,,956109121,None,None,,Cause,None,None,None,Creator,Cause,Material used,Material used,,create,9234773,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,true,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,213.233.147.88,,1992478968,
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/21/2016 16:58:56,None,,,USA,false,Creating,5/21/2016 16:53:20,0.4286,,None,,,,,None,,"None
Material used",Washington,,,,,,,,,Material used,,956109121,None,Cause,,Created,Cause,Material used,Material used,Creator,None,Material used,Material used,PA,create,37274011,,,Creator,Co-creator,Cause,Created,Material used,instagc,,,,,,,,true,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,73.40.200.97,,1995278233,
